Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
MARUTI,EQ,7183.35,7213.95,7324.0,7205.0,7230.1,7225.05,7259.6,637214,462591852360000.06,61871,308168,0.48360000000000003
MARUTI,EQ,7225.05,7254.9,7290.0,7205.0,7213.8,7224.35,7238.32,543979,393749548985000.0,40635,303446,0.5578000000000001
MARUTI,EQ,7224.35,7214.8,7233.6,7157.15,7201.25,7217.6,7193.36,367886,264633581340000.0,48492,198560,0.5397
MARUTI,EQ,7217.6,7238.9,7365.0,7211.2,7359.0,7354.0,7322.32,556846,407740561050000.0,58041,220432,0.39590000000000003
MARUTI,EQ,7354.0,7386.0,7415.05,7340.0,7364.0,7376.15,7377.94,428293,315992042160000.0,45813,169247,0.39520000000000005
MARUTI,EQ,7376.15,7374.75,7394.0,7332.0,7378.0,7377.65,7367.13,273869,201762791315000.0,40371,152185,0.5557
MARUTI,EQ,7377.65,7377.65,7498.0,7376.2,7476.75,7474.05,7455.72,416512,310539594165000.0,48144,186357,0.4474
MARUTI,EQ,7474.05,7470.0,7474.05,7420.0,7428.0,7432.8,7437.78,339803,252738000210000.0,32659,189042,0.5563
MARUTI,EQ,7432.8,7500.5,7500.5,6700.0,7433.3,7430.45,7437.62,47433,35278866640000.0,4351,22111,0.4662
MARUTI,EQ,7430.45,7473.9,7495.0,7400.0,7452.2,7457.0,7444.31,423681,315401226835000.0,56319,230854,0.5449
MARUTI,EQ,7457.0,7485.0,7485.0,7435.1,7463.1,7476.65,7466.77,233096,174047330215000.0,28925,119139,0.5111
MARUTI,EQ,7476.65,7490.0,7574.5,7465.15,7561.0,7567.55,7535.89,472029,355715729485000.0,42641,232821,0.4932
MARUTI,EQ,7567.55,7574.95,7588.95,7520.0,7560.9,7557.25,7551.75,267450,201971462595000.0,37160,107831,0.4032
MARUTI,EQ,7557.25,7571.95,7578.0,7504.3,7508.8,7522.3,7533.01,289180,217839526790000.0,44010,194450,0.6724
MARUTI,EQ,7522.3,7525.0,7591.5,7515.0,7538.0,7549.35,7561.58,387214,292795072355000.0,68082,265121,0.6847
MARUTI,EQ,7549.35,7564.25,7584.0,7535.0,7555.55,7561.5,7561.92,223986,169376417960000.0,41923,119098,0.5317000000000001
MARUTI,EQ,7561.5,7580.0,7584.5,7480.05,7495.0,7490.95,7509.19,290547,218177149925000.0,43947,180912,0.6227
MARUTI,EQ,7490.95,7500.0,7549.9,7445.0,7529.0,7543.0,7510.65,434483,326325152960000.0,52723,244127,0.5619
MARUTI,EQ,7543.0,7554.0,7569.0,7495.0,7538.3,7554.55,7536.89,357195,269213834375000.0,47264,217768,0.6097
MARUTI,EQ,7554.55,7573.0,7573.0,7493.55,7500.0,7504.85,7522.08,323585,243403151305000.03,68674,209230,0.6466
MARUTI,EQ,7504.85,7539.0,7595.0,7504.0,7576.0,7565.25,7546.4,377790,285095433995000.0,57294,221051,0.5851
MARUTI,EQ,7565.25,7615.0,7683.4,7536.0,7570.0,7599.6,7614.31,1148259,874319715795000.1,89004,276048,0.2404
MARUTI,EQ,7599.6,7617.0,7673.6,7584.0,7624.1,7630.45,7628.19,459181,350271927600000.0,40044,197321,0.42969999999999997
MARUTI,EQ,7630.45,7664.0,7765.0,7651.0,7745.1,7750.05,7729.18,505371,390610148140000.0,50366,262226,0.5189
MARUTI,EQ,7750.05,7759.9,7920.0,7725.0,7855.0,7856.1,7852.81,1096934,861401950865000.0,95741,517735,0.47200000000000003
MARUTI,EQ,7856.1,7878.9,7880.0,7775.0,7784.9,7795.5,7820.73,414448,324128471740000.0,54770,223096,0.5383
MARUTI,EQ,7795.5,7794.0,7829.0,7711.0,7750.0,7737.4,7754.12,287116,222633258425000.0,40515,152494,0.5311
MARUTI,EQ,7737.4,7750.0,7804.9,7740.0,7775.0,7770.3,7773.88,325021,252667456335000.0,35254,158758,0.48850000000000005
MARUTI,EQ,7770.3,7779.5,7892.35,7771.0,7845.0,7838.65,7846.65,327318,256835027430000.03,44503,143208,0.4375
MARUTI,EQ,7838.65,7849.0,7885.0,7736.9,7762.0,7755.9,7790.15,319951,249246615040000.0,37840,130310,0.4073
MARUTI,EQ,7755.9,7759.0,7795.0,7639.1,7654.95,7661.6,7722.02,285089,220146299505000.03,28758,126346,0.44320000000000004
MARUTI,EQ,7661.6,7637.35,7640.0,7538.9,7600.35,7578.75,7589.69,385730,292757040880000.0,63051,193165,0.5008
MARUTI,EQ,7578.75,7501.9,7533.8,7380.0,7480.0,7457.4,7462.49,676390,504755697635000.06,71324,375421,0.555
MARUTI,EQ,7457.4,7516.0,7647.0,7515.0,7594.9,7608.45,7597.84,328598,249663581055000.03,40458,109842,0.3343
MARUTI,EQ,7608.45,7649.1,7720.1,7585.05,7715.0,7701.15,7667.42,488766,374757650710000.0,51358,204795,0.419
MARUTI,EQ,7701.15,7701.0,7708.85,7565.0,7575.0,7582.45,7628.97,321296,245115758300000.0,32268,127876,0.39799999999999996
MARUTI,EQ,7582.45,7551.0,7624.0,7531.35,7594.9,7598.8,7575.2,332924,252196518794999.97,44490,153437,0.46090000000000003
MARUTI,EQ,7598.8,7629.0,7658.05,7490.0,7503.8,7501.9,7551.36,277519,209564527880000.0,34374,107382,0.38689999999999997
MARUTI,EQ,7501.9,7540.0,7567.5,7475.1,7507.85,7496.1,7508.61,278131,208837761355000.0,37257,103984,0.3739
MARUTI,EQ,7496.1,7548.0,7590.0,7501.0,7570.0,7573.05,7552.37,258051,194889642890000.0,32876,76894,0.298
MARUTI,EQ,7573.05,7536.0,7635.0,7483.6,7609.95,7612.85,7567.76,436912,330644586375000.0,35771,196033,0.4487
MARUTI,EQ,7612.85,7649.0,7649.0,7568.05,7575.2,7579.0,7596.99,391028,297063409770000.0,53876,237910,0.6084
MARUTI,EQ,7579.0,7565.0,7575.55,7495.05,7507.85,7521.5,7528.8,368309,277292368865000.0,44461,179324,0.4869
MARUTI,EQ,7521.5,7603.0,7639.35,7532.5,7559.9,7557.45,7580.64,471048,357084699940000.0,66653,210250,0.44630000000000003
MARUTI,EQ,7557.45,7564.9,7720.4,7532.0,7720.0,7700.3,7654.15,586954,449263486464999.94,58236,251970,0.4293
MARUTI,EQ,7700.3,7747.5,7834.9,7730.0,7807.0,7812.3,7800.66,627407,489418580250000.0,56655,219393,0.3497
MARUTI,EQ,7812.3,7840.0,7876.0,7756.75,7804.95,7821.5,7822.24,362724,283731401650000.0,33764,67830,0.187
MARUTI,EQ,7821.5,7843.0,7855.95,7801.0,7817.0,7817.2,7828.47,182518,142883616780000.0,20755,62635,0.3432
MARUTI,EQ,7817.2,7800.0,7904.0,7770.0,7851.35,7846.65,7849.13,340420,267200127319999.97,31039,76899,0.2259
MARUTI,EQ,7846.65,7888.0,7949.0,7858.5,7920.0,7919.2,7915.91,389478,308307157865000.0,43184,153101,0.3931
MARUTI,EQ,7919.2,7940.45,7979.75,7892.0,7968.0,7970.75,7951.99,341309,271408558010000.0,38432,98137,0.28750000000000003
MARUTI,EQ,7970.75,8000.0,8168.0,8000.0,8144.0,8142.4,8108.94,547463,443934593089999.94,53484,220154,0.4021
MARUTI,EQ,8142.4,8192.0,8192.0,8116.0,8136.3,8154.5,8157.53,387447,316061111565000.0,33808,166881,0.4307
MARUTI,EQ,8154.5,8161.9,8200.0,8100.15,8110.45,8122.6,8151.6,371832,303102497930000.0,34721,203726,0.5479
MARUTI,EQ,8122.6,8139.95,8164.95,8042.05,8071.3,8070.25,8088.42,293890,237710461300000.0,36115,99509,0.3386
MARUTI,EQ,8070.25,8076.95,8119.1,8043.5,8099.0,8099.75,8092.26,400099,323770404535000.0,31988,228565,0.5713
MARUTI,EQ,8099.75,8130.7,8185.0,8130.7,8168.0,8157.85,8160.0,219992,179513428225000.0,22767,100409,0.45640000000000003
MARUTI,EQ,8157.85,8178.0,8184.95,8124.45,8143.9,8131.7,8155.04,245577,200268970550000.0,26708,135456,0.5516
MARUTI,EQ,8131.7,8164.4,8164.4,8109.1,8118.5,8120.15,8124.92,185837,150991111125000.0,24416,98768,0.5315
MARUTI,EQ,8120.15,8101.0,8170.9,8075.1,8170.0,8144.95,8120.19,258168,209637337040000.0,31776,132281,0.5124000000000001
MARUTI,EQ,8144.95,8145.0,8175.5,8050.0,8058.0,8068.2,8101.02,366359,296788262075000.0,55761,179857,0.49090000000000006
MARUTI,EQ,8068.2,8074.0,8089.0,7855.05,7978.15,7964.95,7929.98,626129,496518987264999.94,60944,327164,0.5225
